uuid,host,port,accuracy,loss,round,timestamp,session_uuid
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9566666483879089,0.14679650962352753,5,2023-07-14 20:04:54.277752,dd2bdfce-0c42-4360-9886-7ca3ce305375
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9516666531562805,0.1575973778963089,5,2023-07-14 20:04:54.326756,dd2bdfce-0c42-4360-9886-7ca3ce305375
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9566666483879089,0.1550818234682083,5,2023-07-14 20:04:54.790658,dd2bdfce-0c42-4360-9886-7ca3ce305375
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9509999752044678,0.1585012972354889,5,2023-07-14 20:04:55.391799,dd2bdfce-0c42-4360-9886-7ca3ce305375
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9589999914169312,0.1386604905128479,6,2023-07-14 20:05:02.114435,dd2bdfce-0c42-4360-9886-7ca3ce305375
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.95333331823349,0.14891381561756134,6,2023-07-14 20:05:02.124433,dd2bdfce-0c42-4360-9886-7ca3ce305375
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9586666822433472,0.1409478485584259,6,2023-07-14 20:05:02.393900,dd2bdfce-0c42-4360-9886-7ca3ce305375
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9566666483879089,0.14365151524543762,6,2023-07-14 20:05:02.440296,dd2bdfce-0c42-4360-9886-7ca3ce305375
6ee40a05-c191-4e06-a5f0-05c934558f13,localhost,1883,0.949999988079071,0.16603147983551025,6,2023-07-14 20:05:02.470298,dd2bdfce-0c42-4360-9886-7ca3ce305375
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9586666822433472,0.14369162917137146,6,2023-07-14 20:05:03.122150,dd2bdfce-0c42-4360-9886-7ca3ce305375
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9626666903495789,0.1365901529788971,6,2023-07-14 20:05:03.379149,dd2bdfce-0c42-4360-9886-7ca3ce305375
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9476666450500488,0.16229870915412903,6,2023-07-14 20:05:03.544151,dd2bdfce-0c42-4360-9886-7ca3ce305375
6ee40a05-c191-4e06-a5f0-05c934558f13,localhost,1883,0.9633333086967468,0.1170077696442604,7,2023-07-14 20:05:11.384077,dd2bdfce-0c42-4360-9886-7ca3ce305375

76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.9539999961853027,0.14811432361602783,7,2023-07-14 20:05:11.405784,dd2bdfce-0c42-4360-9886-7ca3ce305375
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9649999737739563,0.11790834367275238,7,2023-07-14 20:05:11.439491,dd2bdfce-0c42-4360-9886-7ca3ce305375
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9623333215713501,0.12843665480613708,7,2023-07-14 20:05:11.461518,dd2bdfce-0c42-4360-9886-7ca3ce305375
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9620000123977661,0.12301360070705414,7,2023-07-14 20:05:11.520024,dd2bdfce-0c42-4360-9886-7ca3ce305375
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9636666774749756,0.12466297298669815,7,2023-07-14 20:05:11.985704,dd2bdfce-0c42-4360-9886-7ca3ce305375
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9546666741371155,0.140788733959198,7,2023-07-14 20:05:12.133659,dd2bdfce-0c42-4360-9886-7ca3ce305375
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9653333425521851,0.13150754570960999,8,2023-07-14 20:05:19.963095,dd2bdfce-0c42-4360-9886-7ca3ce305375
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9639999866485596,0.1210392564535141,8,2023-07-14 20:05:19.982101,dd2bdfce-0c42-4360-9886-7ca3ce305375
6ee40a05-c191-4e06-a5f0-05c934558f13,localhost,1883,0.9610000252723694,0.12814515829086304,8,2023-07-14 20:05:20.027095,dd2bdfce-0c42-4360-9886-7ca3ce305375
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9673333168029785,0.10968069732189178,8,2023-07-14 20:05:20.068117,dd2bdfce-0c42-4360-9886-7ca3ce305375
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9663333296775818,0.11196493357419968,8,2023-07-14 20:05:20.132098,dd2bdfce-0c42-4360-9886-7ca3ce305375
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9633333086967468,0.1220305785536766,8,2023-07-14 20:05:20.264110,dd2bdfce-0c42-4360-9886-7ca3ce305375
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9613333344459534,0.12951147556304932,8,2023-07-14 20:05:20.381092,dd2bdfce-0c42-4360-9886-7ca3ce305375
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9633333086967468,0.12002354860305786,8,2023-07-14 20:05:20.809385,dd2bdfce-0c42-4360-9886-7ca3ce305375
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9713333249092102,0.09727519750595093,9,2023-07-14 20:05:28.325500,dd2bdfce-0c42-4360-9886-7ca3ce305375
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.9606666564941406,0.11904564499855042,9,2023-07-14 20:05:28.479612,dd2bdfce-0c42-4360-9886-7ca3ce305375
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9729999899864197,0.09168411046266556,9,2023-07-14 20:05:28.529605,dd2bdfce-0c42-4360-9886-7ca3ce305375
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9653333425521851,0.11513222008943558,9,2023-07-14 20:05:28.605609,dd2bdfce-0c42-4360-9886-7ca3ce305375
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9679999947547913,0.10805989801883698,9,2023-07-14 20:05:28.698615,dd2bdfce-0c42-4360-9886-7ca3ce305375
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9663333296775818,0.10818071663379669,9,2023-07-14 20:05:29.010611,dd2bdfce-0c42-4360-9886-7ca3ce305375
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.968666672706604,0.11567116528749466,9,2023-07-14 20:05:29.124602,dd2bdfce-0c42-4360-9886-7ca3ce305375
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.965666651725769,0.11170487105846405,9,2023-07-14 20:05:29.467603,dd2bdfce-0c42-4360-9886-7ca3ce305375
6ee40a05-c191-4e06-a5f0-05c934558f13,localhost,1883,0.9763333201408386,0.08364825695753098,10,2023-07-14 20:05:37.183599,dd2bdfce-0c42-4360-9886-7ca3ce305375
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.968666672706604,0.10597824305295944,10,2023-07-14 20:05:37.235591,dd2bdfce-0c42-4360-9886-7ca3ce305375
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.968999981880188,0.09550173580646515,10,2023-07-14 20:05:37.405616,dd2bdfce-0c42-4360-9886-7ca3ce305375
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9723333120346069,0.09664532542228699,10,2023-07-14 20:05:37.435592,dd2bdfce-0c42-4360-9886-7ca3ce305375
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9766666889190674,0.08021898567676544,10,2023-07-14 20:05:37.635591,dd2bdfce-0c42-4360-9886-7ca3ce305375
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9746666550636292,0.1064024567604065,10,2023-07-14 20:05:37.740278,dd2bdfce-0c42-4360-9886-7ca3ce305375
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9710000157356262,0.10290674865245819,10,2023-07-14 20:05:37.977277,dd2bdfce-0c42-4360-9886-7ca3ce305375
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9769999980926514,0.08637295663356781,1,2023-07-14 20:05:48.007900,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9639999866485596,0.11718689650297165,1,2023-07-14 20:05:48.057901,901fdf26-122d-4a10-8391-1f76938f3300
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.9713333249092102,0.0880170464515686,1,2023-07-14 20:05:48.078926,901fdf26-122d-4a10-8391-1f76938f3300
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9736666679382324,0.09210032224655151,1,2023-07-14 20:05:48.126908,901fdf26-122d-4a10-8391-1f76938f3300
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9713333249092102,0.09258538484573364,1,2023-07-14 20:05:48.165909,901fdf26-122d-4a10-8391-1f76938f3300
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.971666693687439,0.09404075890779495,1,2023-07-14 20:05:48.227897,901fdf26-122d-4a10-8391-1f76938f3300
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9723333120346069,0.09173828363418579,1,2023-07-14 20:05:48.548899,901fdf26-122d-4a10-8391-1f76938f3300
66aad54e-215c-4912-a550-50c7adfe4dcb,localhost,1883,0.9726666808128357,0.08664024621248245,1,2023-07-14 20:05:49.726897,901fdf26-122d-4a10-8391-1f76938f3300
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9723333120346069,0.09197542071342468,2,2023-07-14 20:05:56.636447,901fdf26-122d-4a10-8391-1f76938f3300
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9779999852180481,0.07857118546962738,2,2023-07-14 20:05:56.707468,901fdf26-122d-4a10-8391-1f76938f3300
66aad54e-215c-4912-a550-50c7adfe4dcb,localhost,1883,0.9753333330154419,0.08265363425016403,2,2023-07-14 20:05:57.324469,901fdf26-122d-4a10-8391-1f76938f3300
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9753333330154419,0.08146220445632935,2,2023-07-14 20:05:57.424474,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9769999980926514,0.08126785606145859,2,2023-07-14 20:05:57.471472,901fdf26-122d-4a10-8391-1f76938f3300
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.9763333201408386,0.08054357022047043,2,2023-07-14 20:05:57.646137,901fdf26-122d-4a10-8391-1f76938f3300
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9776666760444641,0.07526572793722153,2,2023-07-14 20:05:58.104099,901fdf26-122d-4a10-8391-1f76938f3300
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9789999723434448,0.06667742878198624,2,2023-07-14 20:05:58.251095,901fdf26-122d-4a10-8391-1f76938f3300
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9726666808128357,0.08506195992231369,3,2023-07-14 20:06:06.349053,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9723333120346069,0.08629404008388519,3,2023-07-14 20:06:06.379051,901fdf26-122d-4a10-8391-1f76938f3300
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9753333330154419,0.08610142022371292,3,2023-07-14 20:06:06.413055,901fdf26-122d-4a10-8391-1f76938f3300
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9776666760444641,0.08680135011672974,3,2023-07-14 20:06:06.451050,901fdf26-122d-4a10-8391-1f76938f3300
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9736666679382324,0.08464166522026062,3,2023-07-14 20:06:06.508051,901fdf26-122d-4a10-8391-1f76938f3300
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9769999980926514,0.0739816278219223,3,2023-07-14 20:06:06.566050,901fdf26-122d-4a10-8391-1f76938f3300
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.9766666889190674,0.08280438184738159,3,2023-07-14 20:06:06.760361,901fdf26-122d-4a10-8391-1f76938f3300
66aad54e-215c-4912-a550-50c7adfe4dcb,localhost,1883,0.9763333201408386,0.07304533571004868,3,2023-07-14 20:06:06.983353,901fdf26-122d-4a10-8391-1f76938f3300
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9753333330154419,0.08160357922315598,4,2023-07-14 20:06:15.162989,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9800000190734863,0.072184257209301,4,2023-07-14 20:06:15.219537,901fdf26-122d-4a10-8391-1f76938f3300
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.9793333411216736,0.06675410270690918,4,2023-07-14 20:06:15.244539,901fdf26-122d-4a10-8391-1f76938f3300
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9766666889190674,0.07812299579381943,4,2023-07-14 20:06:15.355361,901fdf26-122d-4a10-8391-1f76938f3300
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9836666584014893,0.06366972625255585,4,2023-07-14 20:06:15.483519,901fdf26-122d-4a10-8391-1f76938f3300
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9776666760444641,0.08151180297136307,4,2023-07-14 20:06:15.583521,901fdf26-122d-4a10-8391-1f76938f3300
66aad54e-215c-4912-a550-50c7adfe4dcb,localhost,1883,0.9763333201408386,0.08049412816762924,4,2023-07-14 20:06:15.790641,901fdf26-122d-4a10-8391-1f76938f3300
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9766666889190674,0.08207345753908157,4,2023-07-14 20:06:16.490747,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9783333539962769,0.06742189824581146,5,2023-07-14 20:06:24.714246,901fdf26-122d-4a10-8391-1f76938f3300
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.9833333492279053,0.06001272425055504,5,2023-07-14 20:06:24.739249,901fdf26-122d-4a10-8391-1f76938f3300
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9826666712760925,0.06284105032682419,5,2023-07-14 20:06:24.836274,901fdf26-122d-4a10-8391-1f76938f3300
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9753333330154419,0.08114060014486313,5,2023-07-14 20:06:24.909250,901fdf26-122d-4a10-8391-1f76938f3300
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9783333539962769,0.06900803744792938,5,2023-07-14 20:06:24.926255,901fdf26-122d-4a10-8391-1f76938f3300
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9776666760444641,0.07421727478504181,5,2023-07-14 20:06:25.173001,901fdf26-122d-4a10-8391-1f76938f3300
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9803333282470703,0.06882847845554352,5,2023-07-14 20:06:25.175007,901fdf26-122d-4a10-8391-1f76938f3300
66aad54e-215c-4912-a550-50c7adfe4dcb,localhost,1883,0.9743333458900452,0.08421307057142258,5,2023-07-14 20:06:25.453740,901fdf26-122d-4a10-8391-1f76938f3300
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9776666760444641,0.06157820671796799,6,2023-07-14 20:06:33.869634,901fdf26-122d-4a10-8391-1f76938f3300
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9789999723434448,0.07413338869810104,6,2023-07-14 20:06:33.938636,901fdf26-122d-4a10-8391-1f76938f3300
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.984000027179718,0.06097183749079704,6,2023-07-14 20:06:33.997638,901fdf26-122d-4a10-8391-1f76938f3300
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9806666374206543,0.07205162942409515,6,2023-07-14 20:06:34.065671,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9826666712760925,0.06136803701519966,6,2023-07-14 20:06:34.255368,901fdf26-122d-4a10-8391-1f76938f3300
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9796666502952576,0.07034921646118164,6,2023-07-14 20:06:34.311360,901fdf26-122d-4a10-8391-1f76938f3300
66aad54e-215c-4912-a550-50c7adfe4dcb,localhost,1883,0.9746666550636292,0.07829379290342331,6,2023-07-14 20:06:34.355364,901fdf26-122d-4a10-8391-1f76938f3300
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9810000061988831,0.06373192369937897,6,2023-07-14 20:06:34.894541,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9810000061988831,0.061280783265829086,7,2023-07-14 20:06:43.454325,901fdf26-122d-4a10-8391-1f76938f3300
76a83e36-3488-4ac0-a9e9-1f5aff89a062,localhost,1883,0.9806666374206543,0.06183907389640808,7,2023-07-14 20:06:43.527806,901fdf26-122d-4a10-8391-1f76938f3300
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.981333315372467,0.07148843258619308,7,2023-07-14 20:06:43.562818,901fdf26-122d-4a10-8391-1f76938f3300
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.9810000061988831,0.06661098450422287,7,2023-07-14 20:06:43.563335,901fdf26-122d-4a10-8391-1f76938f3300
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9786666631698608,0.07389279454946518,7,2023-07-14 20:06:43.575986,901fdf26-122d-4a10-8391-1f76938f3300
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9819999933242798,0.06066501513123512,7,2023-07-14 20:06:43.834511,901fdf26-122d-4a10-8391-1f76938f3300
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9829999804496765,0.05835161358118057,7,2023-07-14 20:06:43.897802,901fdf26-122d-4a10-8391-1f76938f3300
66aad54e-215c-4912-a550-50c7adfe4dcb,localhost,1883,0.9763333201408386,0.07468216121196747,7,2023-07-14 20:06:43.996085,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9826666712760925,0.059182170778512955,8,2023-07-14 20:06:52.362313,901fdf26-122d-4a10-8391-1f76938f3300
1cafe96d-5f23-4bae-b3b3-15ae27f1a35d,localhost,1883,0.9773333072662354,0.06540815532207489,8,2023-07-14 20:06:52.446453,901fdf26-122d-4a10-8391-1f76938f3300
89c3ec5c-8f98-4166-9e77-cc1409f82b34,localhost,1883,0.984333336353302,0.05581269785761833,8,2023-07-14 20:06:52.496680,901fdf26-122d-4a10-8391-1f76938f3300
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9850000143051147,0.05345199257135391,8,2023-07-14 20:06:52.578740,901fdf26-122d-4a10-8391-1f76938f3300
56f969a0-12d1-46e9-ac27-6706e6a5fbfb,localhost,1883,0.9823333621025085,0.06260605901479721,8,2023-07-14 20:06:52.583051,901fdf26-122d-4a10-8391-1f76938f3300
9f3121fd-7d4d-4d7a-9cb2-0468d63b6f52,localhost,1883,0.9810000061988831,0.06433752179145813,8,2023-07-14 20:06:52.646592,901fdf26-122d-4a10-8391-1f76938f3300
66aad54e-215c-4912-a550-50c7adfe4dcb,localhost,1883,0.9829999804496765,0.05820882320404053,8,2023-07-14 20:06:52.949712,901fdf26-122d-4a10-8391-1f76938f3300
7c4635c3-5948-4889-8f9a-ea35919d96e2,localhost,1883,0.9783333539962769,0.06835147738456726,8,2023-07-14 20:06:53.557248,901fdf26-122d-4a10-8391-1f76938f3300
00bf3ee2-fb7b-45df-bc9b-2b061ec95402,localhost,1883,0.9789999723434448,0.06655275821685791,9,2023-07-14 20:07:01.352432,901fdf26-122d-4a10-8391-1f76938f3300
f2252504-27b9-4ddb-b254-83627a2c684c,localhost,1883,0.9863333106040955,0.05102729797363281,9,2023-07-14 20:07:01.398150,901fdf26-122d-4a10-8391-1f76938f3300
